"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","060855030032","CA","060855030032","=""060855030032""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855030033","CA","060855030033","=""060855030033""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855031051","CA","060855031051","=""060855031051""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855031101","CA","060855031101","=""060855031101""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855031102","CA","060855031102","=""060855031102""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855031103","CA","060855031103","=""060855031103""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855031111","CA","060855031111","=""060855031111""","3.4","2019-2023","2022","Census","California (State)"
"Block Group","060855031112","CA","060855031112","=""060855031112""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060855031113","CA","060855031113","=""060855031113""","3.0","2019-2023","2022","Census","California (State)"
"Block Group","060855031121","CA","060855031121","=""060855031121""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855031122","CA","060855031122","=""060855031122""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855031123","CA","060855031123","=""060855031123""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855031131","CA","060855031131","=""060855031131""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855031132","CA","060855031132","=""060855031132""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855031161","CA","060855031161","=""060855031161""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855031162","CA","060855031162","=""060855031162""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060855031163","CA","060855031163","=""060855031163""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855031171","CA","060855031171","=""060855031171""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855031172","CA","060855031172","=""060855031172""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060855031181","CA","060855031181","=""060855031181""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855031182","CA","060855031182","=""060855031182""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855031183","CA","060855031183","=""060855031183""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855031211","CA","060855031211","=""060855031211""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855031212","CA","060855031212","=""060855031212""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855031213","CA","060855031213","=""060855031213""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855031221","CA","060855031221","=""060855031221""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855031222","CA","060855031222","=""060855031222""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855031231","CA","060855031231","=""060855031231""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855031232","CA","060855031232","=""060855031232""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855031241","CA","060855031241","=""060855031241""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855031242","CA","060855031242","=""060855031242""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060855031243","CA","060855031243","=""060855031243""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855031251","CA","060855031251","=""060855031251""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855031252","CA","060855031252","=""060855031252""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855031261","CA","060855031261","=""060855031261""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855031271","CA","060855031271","=""060855031271""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060855031272","CA","060855031272","=""060855031272""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060855032071","CA","060855032071","=""060855032071""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060855032072","CA","060855032072","=""060855032072""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060855032081","CA","060855032081","=""060855032081""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855032082","CA","060855032082","=""060855032082""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060855032101","CA","060855032101","=""060855032101""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060855032102","CA","060855032102","=""060855032102""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060855032111","CA","060855032111","=""060855032111""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855032112","CA","060855032112","=""060855032112""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855032121","CA","060855032121","=""060855032121""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855032122","CA","060855032122","=""060855032122""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855032123","CA","060855032123","=""060855032123""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855032131","CA","060855032131","=""060855032131""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855032132","CA","060855032132","=""060855032132""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855032171","CA","060855032171","=""060855032171""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060855032172","CA","060855032172","=""060855032172""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855032173","CA","060855032173","=""060855032173""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060855032181","CA","060855032181","=""060855032181""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855032182","CA","060855032182","=""060855032182""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060855032183","CA","060855032183","=""060855032183""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060855032191","CA","060855032191","=""060855032191""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855032192","CA","060855032192","=""060855032192""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060855032201","CA","060855032201","=""060855032201""","3.3","2019-2023","2022","Census","California (State)"
"Block Group","060855032202","CA","060855032202","=""060855032202""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855032203","CA","060855032203","=""060855032203""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855032211","CA","060855032211","=""060855032211""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060855032212","CA","060855032212","=""060855032212""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060855032221","CA","060855032221","=""060855032221""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060855032222","CA","060855032222","=""060855032222""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855033041","CA","060855033041","=""060855033041""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060855033042","CA","060855033042","=""060855033042""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855033043","CA","060855033043","=""060855033043""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855033044","CA","060855033044","=""060855033044""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855033051","CA","060855033051","=""060855033051""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060855033052","CA","060855033052","=""060855033052""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060855033053","CA","060855033053","=""060855033053""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060855033061","CA","060855033061","=""060855033061""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060855033062","CA","060855033062","=""060855033062""","3.0","2019-2023","2022","Census","California (State)"
"Block Group","060855033063","CA","060855033063","=""060855033063""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060855033121","CA","060855033121","=""060855033121""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855033122","CA","060855033122","=""060855033122""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060855033123","CA","060855033123","=""060855033123""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060855033131","CA","060855033131","=""060855033131""","N/A","2019-2023","2022","Census","California (State)"
